method,discover_question_id,scoring_day_et,subset,n_individuals,aggregate_brier,median_individual_brier,mean_individual_brier,aggregate_percentile_rank
median,288,2018-06-26,binary only,13,0.0018000000000000032,0.0018000000000000032,0.15758160153846154,0.46153846153846156
geometric_mean_of_odds,277,2018-06-24,ordinal only,13,0.41276224835249364,0.48077965000000006,0.43769958769230766,0.5384615384615384
geometric_mean_of_odds,282,2018-04-25,binary only,7,0.00019367168177847512,0.012799999999999994,0.013959571428571424,0.7142857142857143
geometric_mean_of_odds,200,2018-08-19,binary only,20,0.0002347011654639228,0.04999999999999999,0.21247360799999998,0.7
geometric_mean_of_odds,239,2018-05-28,ordinal only,6,0.12682353460187387,0.17880420500000005,0.156034735,0.6666666666666666
geometric_mean_of_odds,230,2018-03-28,multi-option nominal only,26,1.731319180225989,1.3059000000000003,1.2625456438461538,0.15384615384615385
median,263,2018-07-20,binary only,14,0.0014796800000000001,0.0016757000000000002,0.011722834285714289,0.5
median,258,2018-05-07,binary only,25,0.5,0.5,0.65500972,0.44
median,201,2018-08-11,binary only,10,0.00006049999999999945,0.00010100000000000011,0.0015002000000000014,0.5
median,259,2018-05-30,binary only,29,0.125,0.125,0.39094802000000006,0.4827586206896552
median,217,2018-08-11,ordinal only,10,1.2537584544065888e-7,7.500000000000014e-6,0.022306255500000004,0.5
geometric_mean_of_odds,245,2018-04-07,binary only,15,0.000015060477480417163,0.005000000000000009,0.16014666666666663,0.6666666666666666
median,250,2018-05-10,ordinal only,29,0.026571993753767984,0.05305840666666667,0.2337019588505747,0.6551724137931034
geometric_mean_of_odds,355,2018-09-04,binary only,61,0.00007985150856632996,0.0018000000000000017,0.0775063475409836,0.7377049180327869
geometric_mean_of_odds,210,2018-05-18,binary only,8,0.007663084273758295,0.16490000000000002,0.3283455925,0.625
geometric_mean_of_odds,262,2018-06-10,ordinal only,13,0.0001345108303134791,0.019999999999999997,0.06496076076923077,0.7692307692307693
median,245,2018-04-15,binary only,13,0.012799999999999987,0.012799999999999987,0.027246307692307688,0.3076923076923077
median,220,2018-07-08,ordinal only,14,0.7150773415790979,0.7381310575,0.7720015557142857,0.5714285714285714
median,352,2018-07-07,ordinal only,30,0.07678845016824427,0.09721649500000001,0.12133266499999999,0.5666666666666667
median,392,2018-08-22,binary only,97,0.019999999999999997,0.019999999999999997,0.15027460082474228,0.4639175257731959
geometric_mean_of_odds,217,2018-03-19,ordinal only,15,0.000011248687881747623,0.03875000000000001,0.2195135233333333,0.8666666666666667
geometric_mean_of_odds,258,2018-04-05,binary only,54,1.5041605123778814,1.125,1.0167082140740742,0.3148148148148148
median,358,2018-06-24,binary only,17,0.0050000000000000044,0.0050000000000000044,0.06467692470588236,0.47058823529411764
geometric_mean_of_odds,234,2018-04-07,binary only,3,0.117200520202802,0.125,0.325,0.6666666666666666
median,230,2018-09-04,multi-option nominal only,55,0.9832681959485088,0.9606000000000001,1.0050409489090908,0.43636363636363634
median,341,2018-07-02,multi-option nominal only,12,0.022631445949749827,0.022,0.22280569833333333,0.5
median,264,2018-05-11,ordinal only,10,0.20695863561658528,0.244575,0.3702327085,0.6
geometric_mean_of_odds,210,2018-06-02,binary only,3,0.021564275470798158,0.045602000000000004,0.07546733333333334,0.6666666666666666
median,214,2018-07-08,binary only,19,0.07999999999999999,0.07999999999999999,0.2899157894736842,0.47368421052631576
geometric_mean_of_odds,269,2018-07-04,binary only,26,0.04151293341664593,0.40679999999999994,0.5401779084615385,0.7307692307692307
geometric_mean_of_odds,271,2018-06-04,binary only,17,0.3558250170947064,0.5,0.5494183811764706,0.5882352941176471
median,203,2018-08-27,binary only,11,0.01176578,0.01176578,0.36606961636363633,0.45454545454545453
median,341,2018-08-01,multi-option nominal only,35,0.054928805802308286,0.11180000000000001,0.4884623448571429,0.5428571428571428
median,263,2018-06-18,binary only,15,0.0008000000000000008,0.0008000000000000008,0.037882839999999994,0.26666666666666666
geometric_mean_of_odds,257,2018-07-24,binary only,14,0.0001221241414403829,0.007200000000000007,0.06675889285714286,0.7857142857142857
median,364,2018-07-12,ordinal only,56,0.7041602946225151,0.72375,0.6671464446428572,0.5357142857142857
median,358,2018-08-11,binary only,13,0.0008000000000000008,0.0008000000000000008,0.0869421923076923,0.46153846153846156
geometric_mean_of_odds,225,2018-05-07,ordinal only,17,0.0020555455447286274,0.11689999999999998,0.2572058823529412,0.9411764705882353
median,282,2018-06-20,binary only,10,0.32805000000000006,0.3461,0.66442,0.5
median,203,2018-07-20,binary only,9,0.019999999999999997,0.019999999999999997,0.11195561111111113,0.3333333333333333
median,362,2018-07-05,binary only,13,0.05780000000000002,0.05780000000000002,0.08794107692307693,0.46153846153846156
geometric_mean_of_odds,211,2018-06-05,binary only,13,0.000582419620371911,0.003200000000000003,0.012033424615384616,0.6923076923076923
median,178,2018-03-17,ordinal only,8,0.9723414251506008,1.0283576525,0.92667374125,0.625
median,229,2018-06-28,binary only,11,0.40499999999999997,0.40499999999999997,0.5559673709090909,0.45454545454545453
median,188,2018-06-04,ordinal only,24,0.2996456812036317,0.28125,0.26680645833333333,0.4583333333333333
geometric_mean_of_odds,236,2018-04-07,ordinal only,4,0.24662276622446688,0.26005,0.2947125,0.5
geometric_mean_of_odds,271,2018-04-29,binary only,2,1.8892114398120188,1.55750625,1.55750625,0.5
geometric_mean_of_odds,225,2018-04-27,ordinal only,3,0.08533287113404711,0.08000000000000002,0.08836666666666669,0.3333333333333333
median,203,2018-05-21,binary only,8,0.36125,0.37249999999999994,0.44327388999999995,0.5
geometric_mean_of_odds,238,2018-05-14,ordinal only,8,0.3096056228704198,0.19874999999999998,0.330021888125,0.25
median,376,2018-07-09,binary only,21,0.045000000000000005,0.045000000000000005,0.16292522761904765,0.47619047619047616
geometric_mean_of_odds,247,2018-05-25,ordinal only,38,0.00012817737344185886,0.004279013333333333,0.025279974353293308,0.8157894736842105
geometric_mean_of_odds,232,2018-06-23,binary only,8,0.07518751115162105,0.0325,0.29907656250000003,0.25
median,285,2018-05-17,binary only,26,0.15401250000000008,0.15552500000000002,0.41608093307692307,0.5
median,344,2018-06-05,ordinal only,33,0.10141453489591044,0.14875000000000002,0.18056304560606062,0.7878787878787878
geometric_mean_of_odds,254,2018-04-05,binary only,57,0.21823875511146518,0.1458,0.44743670912280703,0.40350877192982454
geometric_mean_of_odds,217,2018-05-09,ordinal only,19,0.02023191568825185,0.21045000000000005,0.2444261647368421,0.8421052631578947
geometric_mean_of_odds,210,2018-07-10,binary only,10,0.029421236138685025,0.026100000000000005,0.253007722,0.5
median,238,2018-04-08,ordinal only,2,0.239125,0.26375000000000004,0.26375000000000004,0.5
geometric_mean_of_odds,243,2018-05-17,ordinal only,28,0.22721541162482267,0.1964,0.24998280553571428,0.42857142857142855
median,387,2018-08-15,ordinal only,59,0.0026166813478579044,0.0052015550000000105,0.02812272847457627,0.6610169491525424
median,254,2018-04-22,binary only,16,0.07999999999999999,0.07999999999999999,0.16257028125,0.4375
median,288,2018-07-01,binary only,9,0.005000000000000009,0.005000000000000009,0.007418419999999999,0.3333333333333333
geometric_mean_of_odds,239,2018-05-01,ordinal only,6,0.0735864783125273,0.20829999999999999,0.23068938666666663,0.6666666666666666
median,396,2018-08-31,ordinal only,152,0.03056245434623813,0.04646849500000001,0.0792914647314234,0.6578947368421053
median,338,2018-06-30,ordinal only,11,0.42169929196168265,0.40675,0.3854871022727273,0.45454545454545453
median,313,2018-06-30,multi-option nominal only,1,0.40173965999999994,0.40173966,0.40173966,1.0
geometric_mean_of_odds,316,2018-07-20,ordinal only,7,0.291318672643661,0.04875,0.24386331571428574,0.2857142857142857
geometric_mean_of_odds,199,2018-08-09,binary only,51,8.463753068738384e-6,0.003200000000000003,0.03784574039215686,0.6666666666666666
geometric_mean_of_odds,346,2018-07-28,binary only,8,0.004860410406402142,0.006100000000000006,0.012500000000000004,0.625
geometric_mean_of_odds,383,2018-08-17,ordinal only,27,0.18504072623293313,0.16695000000000002,0.2118722140740741,0.4444444444444444
median,279,2018-05-20,ordinal only,16,0.1278506161566978,0.12025,0.15340813,0.4375
median,225,2018-04-23,ordinal only,3,0.03941676013459379,0.05085,0.36341666666666667,0.6666666666666666
geometric_mean_of_odds,282,2018-08-03,binary only,28,0.022654398728325795,0.1025,0.40667510714285715,0.6428571428571429
median,202,2018-03-19,binary only,8,0.026449999999999998,0.0269,0.3349,0.5
geometric_mean_of_odds,392,2018-08-25,binary only,46,0.002810370752168194,0.019999999999999997,0.1075027747826087,0.8043478260869565
median,379,2018-07-24,binary only,21,0.15680000000000002,0.15680000000000002,0.16864736952380954,0.47619047619047616
geometric_mean_of_odds,300,2018-04-22,multi-option nominal only,14,1.6443696151817375,1.0283,1.1072384107142859,0.35714285714285715
median,357,2018-06-14,binary only,68,0.16820000000000002,0.16820000000000002,0.36055443470588233,0.4852941176470588
geometric_mean_of_odds,346,2018-07-03,binary only,16,0.016903101083138472,0.019999999999999997,0.0715912025,0.625
geometric_mean_of_odds,322,2018-06-17,binary only,3,0.07419936662461236,0.09679999999999998,0.18606486,0.6666666666666666
geometric_mean_of_odds,302,2018-05-26,binary only,5,0.0029002238264197937,0.1458,0.46251999999999993,0.6
median,314,2018-07-01,ordinal only,5,1.0064,1.0001,0.9057999999999999,0.2
geometric_mean_of_odds,260,2018-06-17,ordinal only,8,0.6678623195155647,0.794494205,0.9079048012500001,0.5
median,243,2018-05-31,ordinal only,28,0.27209217396192825,0.288811975,0.319512746492025,0.5357142857142857
median,280,2018-04-24,ordinal only,5,0.16199999999999998,0.16199999999999998,0.2797,0.4
median,244,2018-04-24,ordinal only,12,0.14939391394417845,0.15252500000000002,0.16369583333333335,0.5833333333333334
geometric_mean_of_odds,268,2018-07-05,binary only,16,0.3105929978864691,0.3411548099999999,0.44810149374999997,0.625
median,341,2018-07-12,multi-option nominal only,27,0.03500000000000001,0.03500000000000001,0.2725535359259259,0.48148148148148145
geometric_mean_of_odds,270,2018-04-21,multi-option nominal only,8,0.000326077979114136,0.1025,0.1652505625,0.875
geometric_mean_of_odds,282,2018-09-04,binary only,64,0.000036021368897233296,0.0018000000000000017,0.09765327374999999,0.703125
median,203,2018-05-18,binary only,15,0.045000000000000005,0.045000000000000005,0.3120138666666667,0.4666666666666667
median,320,2018-05-17,ordinal only,34,0.45194091387022767,0.5458020625,0.5432099839281921,0.5588235294117647
median,208,2018-04-23,ordinal only,9,0.009999999999999995,0.009999999999999995,0.02946688888888889,0.4444444444444444
geometric_mean_of_odds,318,2018-05-29,ordinal only,18,0.03215644289251672,0.05335000000000001,0.19684629277777776,0.6666666666666666
median,201,2018-03-26,binary only,9,0.019999999999999997,0.019999999999999997,0.15726666666666667,0.4444444444444444
geometric_mean_of_odds,214,2018-05-04,binary only,16,0.04136490993518342,0.12375625000000001,0.34374523875,0.75
geometric_mean_of_odds,370,2018-07-22,binary only,22,0.027700788844943355,0.04999999999999999,0.1875728409090909,0.5
median,394,2018-09-05,binary only,124,0.011521619999999993,0.011555239999999994,0.12251547403225807,0.5
median,211,2018-08-19,binary only,11,0.0,0.0,0.01751283636363636,0.45454545454545453
geometric_mean_of_odds,199,2018-04-08,binary only,4,0.028445126709563444,0.007999999999999998,0.28569999999999995,0.25
median,312,2018-07-17,ordinal only,13,0.001712689686492255,0.0026000000000000003,0.11631809615384614,0.5384615384615384
geometric_mean_of_odds,268,2018-07-13,binary only,7,0.00010851255668553188,0.08437832,0.14511575999999998,0.7142857142857143
geometric_mean_of_odds,395,2018-09-06,binary only,59,0.0000894978890715328,0.0002000000000000002,0.12249268542372882,0.7457627118644068
median,237,2018-06-17,multi-option nominal only,21,0.01854309166214793,0.019019999999999995,0.0949457780952381,0.5238095238095238
median,214,2018-08-19,binary only,8,0.0012500000000000011,0.0013000000000000012,0.07099025249999999,0.5
median,248,2018-04-25,binary only,7,0.0002000000000000002,0.0002000000000000002,0.0002920028571428575,0.2857142857142857
geometric_mean_of_odds,238,2018-05-18,ordinal only,11,0.03610798505179985,0.19600000000000004,0.22947479954545455,1.0
geometric_mean_of_odds,303,2018-05-23,ordinal only,62,0.04820795916316148,0.071086505,0.18835550322395544,0.6129032258064516
median,202,2018-06-19,binary only,11,0.019999999999999997,0.019999999999999997,0.02876949090909091,0.45454545454545453
geometric_mean_of_odds,381,2018-07-29,binary only,21,0.003513404073092957,0.04500000000000001,0.12845773809523808,0.7619047619047619
geometric_mean_of_odds,208,2018-04-21,ordinal only,16,0.0002974664194362619,0.004936820000000007,0.020274752462213008,0.8125
median,222,2018-04-12,ordinal only,9,0.22521443905158126,0.28224999999999995,0.34041213582416435,0.7777777777777778
median,248,2018-06-25,binary only,10,0.00007812499999999973,0.00010624999999999997,0.0004601700000000002,0.5
median,395,2018-08-27,binary only,104,0.015593780000000005,0.015599559999999997,0.08674181846153847,0.5
geometric_mean_of_odds,392,2018-08-29,binary only,83,0.00009772485572163824,0.0050000000000000044,0.07321945469879518,0.7590361445783133
geometric_mean_of_odds,286,2018-06-02,multi-option nominal only,13,0.021217391730946947,0.029400000000000003,0.08059422923076923,0.5384615384615384
geometric_mean_of_odds,259,2018-04-23,binary only,7,0.7712071740838181,0.033800000000000004,0.39564210285714285,0.14285714285714285
median,267,2018-08-14,binary only,22,0.004050000000000003,0.004100000000000004,0.059227272727272726,0.5
geometric_mean_of_odds,288,2018-06-01,binary only,26,0.0023226381701751692,0.016399999999999988,0.0754105023076923,0.6538461538461539
geometric_mean_of_odds,203,2018-05-03,binary only,4,0.03289288851114983,0.1394,0.24974999999999997,0.5
geometric_mean_of_odds,312,2018-06-30,ordinal only,3,0.0024093744509124503,0.0004,0.05376733333333334,0.3333333333333333
median,258,2018-04-17,binary only,9,0.8192,0.8192,0.9442222222222222,0.4444444444444444
median,237,2018-04-29,multi-option nominal only,5,0.0453614200772334,0.045000000000000005,0.15171850400000003,0.4
geometric_mean_of_odds,282,2018-06-05,binary only,22,0.3305889274491425,0.06356224999999999,0.5326915809090909,0.4090909090909091
geometric_mean_of_odds,337,2018-05-31,ordinal only,50,0.3720816860729984,0.32167187500000005,0.37391130313398885,0.44
median,327,2018-07-31,binary only,9,0.0050000000000000044,0.0050000000000000044,0.01606663333333333,0.3333333333333333
median,220,2018-03-28,ordinal only,12,0.716998778449527,0.740446655,0.7983288725,0.5833333333333334
median,365,2018-06-27,ordinal only,38,0.19701226462212218,0.26168464999999996,0.2810354055263158,0.631578947368421
median,235,2018-04-14,ordinal only,5,0.6575675427148652,0.48375,0.61713738,0.4
median,337,2018-05-28,ordinal only,11,0.24430764041153652,0.37484999999999996,0.36632455545454545,0.8181818181818182
median,277,2018-05-08,ordinal only,3,0.12210113217461271,0.17555057999999998,0.15298369333333334,0.6666666666666666
median,347,2018-06-01,binary only,31,0.019999999999999997,0.019999999999999997,0.15160936322580645,0.41935483870967744
median,363,2018-07-18,binary only,6,0.20852881999999995,0.25788964,0.44282987999999995,0.5
median,217,2018-05-18,ordinal only,10,0.0011045364891518763,0.004749999999999996,0.195493009,0.6
median,202,2018-03-17,binary only,11,0.0050000000000000044,0.0050000000000000044,0.1648860381818182,0.45454545454545453
geometric_mean_of_odds,177,2018-04-25,ordinal only,16,0.0018662462674034817,0.004776212499999999,0.06991308843749999,0.6875
median,287,2018-04-30,binary only,6,0.26644999999999996,0.2809,0.5532466133333334,0.5
median,269,2018-09-01,binary only,15,0.0059405,0.0059405,0.1910015,0.4666666666666667
geometric_mean_of_odds,327,2018-07-23,binary only,9,0.0001297148497042193,0.0050000000000000044,0.20159378000000003,0.7777777777777778
geometric_mean_of_odds,186,2018-05-09,ordinal only,54,0.00019971400965017083,0.036059075,0.15725048981481482,0.7962962962962963
geometric_mean_of_odds,185,2018-06-03,ordinal only,10,0.006690951844239649,0.0554,0.09716789055507795,0.9
geometric_mean_of_odds,290,2018-06-04,ordinal only,8,0.0035634952104081066,0.025749999999999995,0.033575625,0.75
geometric_mean_of_odds,378,2018-07-20,ordinal only,15,0.09186535117346202,0.17250000000000001,0.3693880646666667,0.5333333333333333
median,381,2018-07-20,binary only,77,0.04500000000000001,0.04500000000000001,0.16091960805194805,0.4675324675324675
geometric_mean_of_odds,357,2018-07-19,binary only,33,0.17983596389707707,0.12251250000000002,0.2757157278787879,0.45454545454545453
median,313,2018-07-04,multi-option nominal only,21,0.06499999999999997,0.07999999999999999,0.2870229776190476,0.5714285714285714
